,id,title,text,sports,travel,photography,bola,label
569,570,"Huta Ginjang, Salah Satu Spot Foto Terbaik dan Tercantik di Danau Toba","Liputan6.com, Jakarta Diam diam Tim Percepatan Sejarah, Religi, Tradisi dan Budaya Kemenpar mencatat sejumlah point of interest di paket Wonderful Huta Toba. Tourism consultant yang pernah mengembangkan Raja Ampat di Papua Barat juga dibuat terpana. Semua sepakat mengatakan Huta Ginjang di Tapanuli Utara adalah destinasi pertama yang sukses membuat jatuh cinta. Pertama, atraksinya menarik buat travelers millenials . Yang suka selfi e dan banyak berinteraksi dengan fans, friends, followers di media sosial, bisa Langsung eksis di Huta Ginjang. Destinasinya dikelilingi kontur bukit berwarna hijau. Bila tidak sedang diselimuti kabut tebal, travelers dunia bisa langsung melihat hamparan pinus di pinggiran Danau Toba. Kanan, kiri, atas, bawah, semuanya perfect untuk spot foto. ""Huta Ginjang salah satu spot foto terbaik di Danau Toba sangat perfec t. Semua bisa terlihat cantik di kamera. Kalau di upload ke Instagram, Facebook, Twitter dan Youtube, hasilnya pasti bagus,” terang Mian Simanjuntak, tourism consultant yang pernah mengembangkan Raja Ampat, Selasa (16/10). Kedua, destinasinya masuk ke dalam Geosite Danau Toba. Tanahnya pasir seperti kaca. Sangat tak biasa. Dan hal ini hanya bisa dijumpai di Huta Ginjang. ""Kalau ada story telling yang kuat soal bagaimana munculnya pasir kaca akan bagus sekali,"" paparnya. Ketiga, ada spot-spot kuliner dan kerajinan tangan yang sudah disiapkan Pemkab Tapanuli Utara. Keempat, ada spot untuk mengetes adrenaline. Ada paralayang yang lumayan menantang dengan standar keamanan yang tinggi. ""Spotnya juga bagus. Presiden Jokowi pernah diwawancarai Bloemberg di spot itu,"" paparnya. Kelima, tempatnya bersih. Manajemen sampahnya tergolong bagus. Keenam, udaranya sejuk. Sekitar 19-20 derajat celcius saat siang hari. ""Kadang berkabut. Kira-kira mirip Swiss lah. Dan itu bagus untuk foto-foto alam,"" tambahnya. Dari sisi akses, bisa ditempuh dari Bandara Internasional Sisingamangaraja di Silangit sekitar 15 menit. “Ini juga pas dengan market Middle Eas t yang suka udara dingin dan hujan. Kalau makanan halalnya diperbanyak, ini akan bagus buat refreshing mereka,"" timpal anggota Tim Percepatan Sejarah, Religi, Tradisi dan Budaya Kemenpar Krisanti Kurniawan. Secara umum, Huta Ginjang dinilai punya nilai jual yang sangat tinggi. Selain panorama yang wow, ada cerita “Super Volcano Geopark” yang bisa disimak di sana. Story telling- nya pun sangat ‘bunyi’ lantaran ledakannya sempat menggemparkan dunia 75 ribu tahun silam. “Tugas kita sekarang jualan. Create paket baru untuk durasi 4 hari 3 malam. Semua masukan akan kami catat. Kami perhatikan. Muaranya adalah menjemput wisatawan mancanegara untuk berlibur ke Danau Toba and beyond,” timpal Ambil juga nanti statement pak Dadang Rizki Ratman, Deputi bidang Pengembangan Destinasi Pariwisata Kemenpar. ""Ibarat bermain simponi orkestra, kita akan menghasilkan nada yang indah jika dimainkan bersama-sama dalam satu kesatuan. Nah, orkestra Wonderful Guna Toba ini akan menghasilkan “nada indah” jika diharmonisasikan dan disinergikan dengan cantik,"" sambung Lokot Ahmad Enda, Asdep Pengembangan Destinasi Regional I Kemenpar yang diamini Wijanarko, Kepala Bidang Destinasi Area I - Asdep Pengembangan Destinasi Regional I. Menpar Arief Yahya juga seirama. Baginya, inovasi adalah harga mati yang harus terus dilakukan. ""No Return Point! Tidak boleh mandek. Sudah ada yang mikirin paket-paket baru untuk Toba and beyond. Creative Value dan Commercial Value -nya harus jalan agar bisa sustaine,,"" tutur Arief Yahya, Menteri Pariwisata RI. ",0,0,1,0,photography
570,571,10 Hasil Jepretan Peserta kumparan BNI Photofun (Part 4),"kumparan BNI Photofun akan kembali digelar pada Minggu (21/10) bersama 50 pekerja migran Indonesia di Hong Kong. kumparan BNI Photofun adalah program yang memberikan pembekalan mengenai fotografi melalui kegiatan workshop selama satu hari penuh. Program ini bertujuan agar para pekerja migran Indonesia di Hong Kong bisa memiliki kesempatan mengembangkan bakat, sekaligus mendapatkan ilmu-ilmu baru mengenai teknik fotografi langsung dari ahlinya. Berikut hasil foto para pekerja migran Indonesia di Hong Kong sebelum mengikuti workshop kumparan BNI Photofun. 1. Iswinarti Bunga merah di taman. 2. Jumianah Seorang BMI sedang berjalan di salah satu trotoar di Lai Wan Road Meifoo, saat sore hari, setelah seharian menikmati hari liburnya. 3. Nurkamidah Bekerja di negeri orang tidak menghalangi untuk terus berekspresi dan berkreasi. 4. Susanti Everyday always be busy day's - Causeway Bay Hong Kong. 5. Elmi Astutik Keheningan nan damai, kemerlip pijar terangi kesunyian malam. Bulan mengintai dari celah awan seolah ikut merasakan betapa damainya suasana di saat ini. 6. Yella A Bukan masalah seberapa gelap di sekitarku, tapi lihat seberapa terang tujuanku. 7. Kartini Ilmu bisa kau dapat dimana saja, tak kenal tempat dan tak terkekang usia. 8. Mujiati Peace is the beauty of life. 9. Sumarsih Ketika takbir berkumandang,remuk redam perasaan ini menahan isak tangis jauh dari keluarga tercinta. 10. Komsa’adah Ketika berada dimana saja, sholat merupakan kewajiban bagi setiap umat Muslim, itu salah satu kepribadian buruh migran yg tangguh menjaga hubungannya dengan Sang Maha Pencipta, diselah kegiatan dirumah majikan atau pas liburannya ditaman rumput Victoria Park, Hong Kong.",0,0,1,0,photography
571,572,Tips Mendapatkan Hasil Jepretan yang Keren Saat Memotret Sunset di Pantai,"Ohayo.co.id – Melihat gambar atau foto matahari terbenam (sunset) memang jadi salah satu hal yang paling disukai oleh banyak orang. Pernahkah Anda menggunakan gambar sunset tersebut untuk wallpaper di PC, komputer, atau pun smartphone? Warna langit pada saat sunset memang kerap kali memperlihatkan perpaduan tampilan yang super cantik dan sangat digemari oleh banyak orang. Tak heran, jika ada banyak orang yang ingin memotret sunset, khususnya pada saat sedang traveling di pantai. Anda bahkan juga bisa hasikkan kualitas foto yang cantik dengan tips memotret sunset di pantai berikut ini. Tips Mendapatkan Hasil Jepretan yang Keren Saat Memotret Sunset di Pantai Pastikan memotret horizon dengan posisi lurus Pada saat memotret sunset di pantai, Anda pastinya akan melihat adanya garis batas atau horizon antara langit dengan lautan. Nah, agar Anda bisa hasilkan jepretan yang cantik dan tajam, maka Anda bisa memanfaatkan fungsi grid pada kamera untuk mengaplikasikan rule of thirds. Ini adalah pengaruran komposisi foto paling utama dan juga paling mendasar. Aturan sepertiga ini sederhananya adalah dengan menyelaraskan objek foto pada titik-titik tertentu dalam frame yang dibuat sebagai panduan para penikmat foto untuk mengarahkan ke fokus terpenting dari sebuah foto. Meriset lokasi memotret yang tepat Tak perlu ditanyakan lagi, apabila Anda memang ingin memotret sunset, identiknya dengan pantai dan traveling. Iya, perpaduan yang paling tepat untuk siapa saja. Salah satunya terbukti dengan foto atau gambar di Labuan Bajo yang terlihat sangat keren ini. Bagaimana tidak, untuk bisa memotret sunset di pantai yang cantik dan keren, Anda bisa melakukannya dengan mudah sembari bersantai dengan keluarga maupun teman-teman saat traveling. Sambil duduk di tepian pantai atau pun sambil mengguakan boat, Anda bisa mendapatkan foto sunset yang mempesona. Mengoptimalkan fungsi lensa dan menghindari fungsi lampu flash Menghindari penggunaan lampu flash dari kamera smartphone, sebab yang demikian ini berpotensi untuk merusak pencahayaan alami pada foto sunset. Cukup dengan menyesuaikan jumlah cahaya pada lensa, dan Anda bisa manfaatkan pencahayaan matahari untuk hasilkan foto yang ciamik. Selain itu, Anda juga bisa mencoba menerapkan teknik fotografi dengan menggunakan kamera. Untuk optimalkan fungsi kameranya sendiri Anda bisa gunakan beberapa aplikasi yang bisa diunduh atau didownload dari App Store maupun Playstore. Menyiapkan kamera dan peralatan pendukung Untuk memotret sunset di pantai, ada baiknya Anda tak tanggung-tanggung, apalagi bila memang sengaja traveling ke pantai. Setidaknya siapkan tripod untuk memotret sunset di pantai. Fungsi dari tripod ini adalah untuk menopang bobot kamera dan lensa, juga memungkinkan Anda untuk menerapkan shutter speed yang rendah untuk dapatkan pencahayaan yang baik. Sebagai tambahannya, Anda mungkin juga butuh shutter release. Perangkat satu ini berguna untuk mencegah guncangan halus pada kamera ketika menekan tombol shutter. Memotret siluet awan sebelum langit mulai gelap Perpaduan antara cahaya matahari dan awan di langit memang memberikan kesan tersendiri bagi tiap orang. Untuk memotret sunset Anda bisa menunggu momen saat hari menjelang gelap. Silakan atur tingkat pencahayaan supaya Anda bisa memotret awan dengan efek backlight dari matahari. Setelah Anda sudah tahu tips mendapatkan hasil jepretan yang keren saat memotret sunset di pantai, jangan lupa untuk menyiapkan kamera, baik itu kamera SLR atau pun kamera smartphone. Anda bisa kok membeli kamera DSLR atau kamera smartphone yang terbaik jika Anda memang masih belum memiliki salah satunya. Agar lebih hemat, beli saja via AKULAKU . AKULAKU adalah salah satu perusahaan pembiayaan terbaik yang akan memudahkan kepada Anda semuanya untuk berbelanja dengan cicilan tanpa kartu kredit. Tak hanya di toko online saja tetapi di toko offline pun Anda bisa melakukan pembayaran dengan cicilan, sejak diluncurkannya fitur AKULAKU kredit offline terbaru satu ini.",0,0,1,0,photography
572,573,10 Hasil Jepretan Peserta kumparan BNI Photofun (Part 3),"kumparan BNI Photofun akan kembali digelar pada Minggu (21/10) bersama 50 pekerja migran Indonesia di Hong Kong. kumparan BNI Photofun adalah program yang memberikan pembekalan mengenai fotografi melalui kegiatan workshop selama satu hari penuh. Program ini bertujuan agar para pekerja migran Indonesia di Hong Kong bisa memiliki kesempatan mengembangkan bakat, sekaligus mendapatkan ilmu-ilmu baru mengenai teknik fotografi langsung dari ahlinya. Berikut hasil foto para pekerja migran Indonesia di Hong Kong sebelum mengikuti workshop kumparan BNI Photofun. 1. Djuwarijah Suratman Causeway bay suatu sore. 2. Susanawati Sepasang manula di bangku dermaga. 3. Silvi Septa Anggraini Mengenalkan dan menjelajah ""Harbour, City"", untuk para pengunjung yang ingin berlibur ke Hong Kong, karena postingan ini akan memberi Inspirasi di waktu luang sekeluarga dan pada saat memanjakan mata. 4. Rifiyanti Kita bukan siapa-siapa dan kita hanya pekerja rumah tangga asing yang menumpang hidup,meskipun keberadaan kita sangat dibutuhkan bahkan membantu perekonomian negara kita juga negara tujuan kontribusi kita sering diremehkan. 5. Nining Purwaningsih Aktivitas pagi di pasar sham sui po Hong Kong. 6. Suprihatin Kenyataan hidup memang tak selalu beriringan dengan harapan. Tetapi bukan berarti kita harus dilanda dengan Keputusasaan. 7. Wati Utari Macrography. 8. Sofia T. Apu Saksi bisu. 9. Zelpa Fitriani Azis Segitiga kehidupan. 10. Erni Suryani Saling menghargai dan tidak mendahului.",0,0,1,0,photography
573,574,[INTERVIEW] Rio Motret: Potret Perjalanan Sang Fotografer Kondang!,"Sosok pria yang akrab disapa “Rio Motret” ini diketahui sudah malang melintang di dunia forografi sejak tahun 2004. Karena kelihaian serta kekuatan foto jepretannya yang memiliki nilai keunikan tersendiri, tak heran banyak artis yang ngantri untuk difoto olehnya! Sekarang ini nampaknya sudah menjadi kewajiban bagi para selebriti melakukan sesi pemotretan kekinian bersama seorang Fotografer. Dan sosok Rio Wibowo yang akrab dipanggil Rio Motret menjadi salah satu Fotografer professional yang telah dipercaya sejumlah seleb untuk mengabadikan momen spesial mereka. Hasil fotonya memang kerap menuai pujian. Selain punya sense yang sangat bagus dalam hal pengambilan gambar dan editing, Rio juga tak pernah berhenti dalam mencari konsep-konsep tema baru untuk sesi foto-nya. Makanya tak heran bila sudah puluhan artis yang fotonya telah diabadikan Rio, baik dalam bentuk foto profil, pre-wedding, pernikahan, hingga foto kehamilan. Meskipun sudah tenar, namun tak banyak yang tahu bagaimana sosok sebenarnya dari seorang Rio, terlebih mengetahui bagaimana ia memulai karirnya di dunia fotografi. Dan, berikut ini potret perjalanan Rio yang pesona wajahnya nggak kalah kece dari selebritis Korea. POPULAR (P): Apa kabar Mas Rio, lagi sibuk dengan project apa saja saat ini? Rio Motret (R): Saat ini masih sibuk foto-foto aja sih, kayak sekarang ini juga lagi ada pameran foto kolaborasi dengan salah satu mall di Indonesia, yang tujuannya untuk charity. Makanya belakangan ini aku juga lagi aktif ngumpulin donasi untuk Lombok. Selain itu juga tentunya sebagai brand ambassador Handphone Oppo! [INTERVIEW] Wendi Putranto: Bicara Industri Musik, Gairah Jurnalisme dan Politik! (P): Siapa nih artis yang pertama kali minta difoto sama mas Rio hingga akhirnya jadi terkenal di kalangan artis? (R): Pertama kali itu Ririn Ekawati, dia ngelihat foto-foto aku dari friendster waktu itu. Terus dia temuin aku dan coba foto dan sampai sekarang dan masih jadi langganan sampai kira-kira 10 tahunan ya. Dan akhirnya banyak teman-teman dari Ririn yang mencoba juga untuk aku foto, sampai satu persatu artis-artis lainnya seperti Krisdayanti juga memakai jasa aku. (P): Selama menjadi Fotografer, apa keuntungan yang didapat hingga saat ini? . (R): Banyak untungnya sih, kita jadi bisa banyak bertemu cewek cantik, traveling keliling dunia dan juga bisa bertemu dengan orang-orang yang kita kagumi. (P): Bagaimana pendapat Anda mengenai oknum fotografer mesum yang banyak memakan korban seorang model? (R): Menurut aku oknum yang seperti itu benar-benar merusak nama seorang fotografer sih. Kalau aku sendiri memang ada beberapa model yang ingin foto nude, tapi nanti fotonya nggak akan terlihat seronok tapi aku bikin jadi art . Jadi memang harus professional saja saat bekerja. Bersambung.. [INTERVIEW] Saykoji: Jagoan Hip Hop dari Masa ke Masa! Masih penasarankan dengan sesi interview ekslusif kami dengan sang Fotografer kondang di kalangan artis ini , mengenai karir dan pandangannya tentang dunia fotografi saat ini? So, kalau mau lebih banyak tau lagi, koleksi majalahPOPULAR edisi Oktober 2018 Sexiest Ghost Story . Sedangkan versi digitalnya bisa diperoleh via aplikasi POPULAR Magazine yang bisa diunduh di Google Playstore maupun iTunes Store. Selain itu bisa diperoleh juga via aplikasi Newstands lainnya yakni SCOOP. Untuk akses premium gallery foto dan videonya bisa langsung diakses melalui aplikasi POPULAR Now yang tersedia di Google Playstore. Photos: Okie A.Z",0,0,1,0,photography
574,575,4 Rekomendasi Tempat Hunting Foto di Hong Kong,"Kurang dari satu pekan, kumparan bersama PT Bank Negara Indonesia (Persero) Tbk atau BNI, dan Konsulat Jenderal Republik Indonesia (KJRI) Hong Kong, bakal menggelar kumparan BNI Photofun Goes to Hong Kong, lho. kumparan BNI Photofun adalah program yang memberikan pembekalan mengenai fotografi melalui kegiatan workshop dan photo hunting selama satu hari penuh di Hong Kong. Program ini ditujukan bagi seluruh pekerja migran Indonesia yang berada di Hong Kong. Acara akan diselenggarakan pada Minggu (21/10) ini bertemakan street photografy . Nantinya, setelah mendapat pembekalan mengenai fotografi dari Redaktur Foto kumparan , Aditia Noviansyah, mereka bersama-sama akan melakukan hunting foto di Taman Victoria, Hong Kong. Tentunya, bagi peserta dengan hasil foto terbaik akan mendapatkan grand prize berupa tabungan BNI total Rp 30 Juta. kumparan merangkum beberapa rekomendasi tempat wisata yang ada di Hong Kong yang bisa dikunjungi untuk melakukan hunting foto: 1. Taman Victoria Taman Victoria yang berada di Causeway Bay, Hong Kong ini tampaknya menjadi lokasi favorit para wisatawan. Lokasinya yang berada di pusat kota Hong Kong memudahkan bagi wisatawan untuk menjangkau taman tersebut. Bahkan, jika di akhir pekan biasanya Taman Victoria dijadikan sebagai lokasi berkumpul para pekerja migran Indonesia yang bekerja di Hong Kong. 2. Pennington Street Bagi wisatawan muslim mungkin tempat ini bakal menjadi tempat yang wajib kamu kunjungi. Masih di Causeway Bay, buat kamu yang juga suka wisata kuliner dan foto-foto makanan sepertinya akan menjadikan tempat ini sebagai tempat favorit. Tak hanya itu, tempat ini juga bisa dijadikan sebagai tempat melepas kerinduan terhadap masakan Indonesia, Pennington Street bisa jadi jawabannya, lho. 3. Lion Rock Bagi kamu yang menyukai ketinggian, sekaligus ingin memotret pemandangan, kamu wajib mengunjungi Lion Rock. Bukit dengan ketinggian 495 meter ini merupakan bukit yang berada di area Shatin dan Kowloon. Untuk mencapai lokasi tersebut kamu bisa mengaksesnya menggunakan moda transportasi massa, MTR Wong Tai Shin. 4. Taman Nan Lian Ketika di Hong Kong kamu juga bisa menikmati suasana taman dengan gaya dinasti, kamu cukup datang ke Taman Nan Lian berlokasi di 60 Fung Tak Road, Diamond Hill, Kowloon. Nantinya di taman tersebut kamu bisa menyaksikan pameran tetap arsitektur yang terbuat dari kayu, lho. Buat kamu yang hobi foto mungkin lokasi ini bisa dijadikan sebagai salah satu destinasi yang wajib dikunjungi. Untuk semua para pekerja migran Indonesia di Hong Kong, yuk ikutan kumparan BNI Photofun! Caranya kamu bisa daftar langsung melalui nomer WhatsApp kumparan +62 812 814 0992 dengan menyertakan nama, Hong Kong ID, dan alamat e-mail. Tunggu apalagi? Daftar sekarang juga!",0,0,1,0,photography
575,576,3 Fotografer perempuan yang mengubah ranah mode,"Umumnya, sosok perempuan dalam industri mode tampil di depan kamera daripada di belakang kamera. Namun, tiga fotografer perempuan ini mendobrak aturan dan mencetak sejarah. Tak bisa dimungkiri bahwa dunia fotografi didominasi laki-laki, tak banyak yang mengetahui, ada sejumlah perempuan bertalenta di masa lalu yang telah menghasilkan ragam karya yang tak bisa dipandang sebelah mata, terutama di ranah fashion dunia. Budaya visual yang membutuhkan upaya, kreativitas, dan insting dalam merangkum hasil bidikan lensa agar memberikan cerita serta imajinasi. bukan pekerjaan yang mudah. Anda dituntut peka pada detail dan teliti menangkap momen supaya foto yang dihasilkan bisa menjadi sarana komunikasi tanpa bahasa atau ucapan. Berikut tiga fotografer perempuan di dunia yang berhasil membuktikan bahwa dunia fotografi mode bukan monopoli kaum Adam: Regina Relang Lahir pada tahun 1906, Regina Relang yang kali pertama bekerja untuk Vogue pada tahun 1938 merupakan fotografer mode paling terkenal di Jerman periode tahun 50-an sampai dengan 60-an. Relang adalah salah satu fotografer mode yang merepresentasikan Adibusana dengan lokasi pemotretan nan glamor. Fotografer otodidak ini memulai kariernya dengan menjual rangkaian foto pemandangan dari perjalanannya ke berbagai tempat di dunia. Dia diperkenalkan dengan dunia mode oleh seorang teman seprofesi bernama Willy Maywalf. Akhirnya, Relang pun memutuskan untuk bermukim di Paris demi mendalami dan mengembangkan teknik pengambilan foto pergelaran busana. Dia dianggap berhasil mendokumentasikan perubahan gaya rancang dari sejumlah koleksi rumah mode dunia, seperti Christian Dior, Pierre Cardin, dan Yves Saint-Laurent. Keunikan hasil foto Relang adalah penyajian gambar yang modern mengenai perempuan dan busana mewahnya. Dia sukses menggeser tren klasik menjadi lebih modern pada pertengahan abad 20. Corinne Day Supermodel era 90 sampai dengan awal 2000, Kate Moss, diperkenalkan pada dunia lewat seri foto karya Corinne Day. Hasil foto Day memperlihatkan kontradiksi dari gaya jepretan fotografer mode pendahulunya yang serba anggun, seksi, dan mewah. Dia justru mengangkat dunia mode lewat simplicity, misalnya, memotret remaja perempuan bertubuh kurus yang berbalut kaus dan celana pendek dengan berbagai ekspresi. Selain itu, dia gemar mengabadikan objek foto yang dia temukan di jalanan, terutama yang memperlihatkan pertentangan terhadap tren mode dan gaya kebanyakan. Banyak pihak yang kontra dengan Day karena dinilai mengeksploitasi remaja naif di panggung mode yang ramai orang-orang berusia dewasa. Hal tersebut dikarenakan Day berhasil mempopulerkan Moss yang kala itu masih berusia 15 tahun. Namun, seorang editor majalah Vogue , Alexandra Shulman, membela Day dengan mengatakan, hasil foto-fotonya merupakan perayaan atas kerapuhan dan kebahagiaan dunia remaja yang sarat potensi. Pada tahun 2011 silam, Gimpel Fils Gallery di London menyelenggarakan pameran foto Day bertajuk Corinne Day, The Face. Pergelaran tersebut merupakan pameran solo pertama Day semenjak kematiannya yang mendadak pada tahun 2010. Deborah Turbeville Berasal dari Amerika Serikat, Turbeville mendalami ranah mode lebih dulu lewat perannya sebagai editor di majalah Harper’s Bazaar . Dia baru benar-benar alih profesi sebagai fotografer mode pada tahun 70-an. Nuansa gelap, tegas, dan elemen edgy menjadi ciri khas hasil jepretan Turbeville. Dia dan dua rekan fotografer lainnya, Helmut Newton dan Guy Bourdin, mengadopsi presentasi mode yang berbeda dan sempat menjadi inspirasi para fotografer muda di zamannya. Pendekatan kreatif yang dianut oleh Turbeville adalah menggabungkan mimpi dan estetis misterius. Kedua unsur tersebut mendemonstrasikan keanggunan perempuan. Kala itu, gaya yang demikian menjadi favorit sejumlah jenama besar, seperti Nike, Ralph Lauren, dan Bloomingdale. ]]>",0,0,1,0,photography
576,577,Keseruan Hunting Foto di Taman Slamet Malang,"VIVA – Taman Slamet yang saat ini menjadi salah satu tempat wisata di Malang, dulunya hanyalah sebuah taman biasa. Namun setelah direnovasi, taman ini semakin menarik perhatian dengan spot-spot unik dan kekinian yang dimiliknya. Spot pertama yang biasanya menjadi buruan para pengunjung adalah papan nama Taman Slamet. Papan nama ini berbentuk tugu, yang di depannya terpampang nama taman dengan ukuran yang cukup besar. Di sinilah para pengunjung membuka aktivitas mereka. Ada yang langsung berfoto, dan ada juga yang hanya sekadar duduk santai di pelataran tugu papan nama ini. Tidak hanya itu, ada juga spot unik untuk Anda berfoto. Tepat di belakang papan nama Taman Slamet ada sebuah photobooth, yang berbentuk rumah-rumah kecil yang dibuat sebagai tempat berfoto.",0,0,1,0,photography
577,578,10 Hasil Jepretan Peserta kumparan BNI Photofun (Part 2),"kumparan BNI Photofun akan kembali digelar bersama 50 pekerja migran Indonesia di Hong Kong, pada Minggu (21/10). kumparan BNI Photofun adalah program yang memberikan pembekalan mengenai fotografi melalui kegiatan workshop selama satu hari penuh. Program ini bertujuan agar para pekerja migran Indonesia di Hong Kong bisa memiliki kesempatan mengembangkan bakat, sekaligus mendapatkan ilmu-ilmu baru mengenai teknik fotografi langsung dari ahlinya. 1. Wijiati Supari Melepas lelah. 2. Lois Ika Khodaria Pagi hari sekitar pukul 10.30 seorang kakek berjalan dengan mengunakan satu tongkat ditangannya. Dia berjalan melangkahkan kakinya yang terkadang mulai gemetar, namun dia tetap berusaha berjalan sampai menuju ke tempat tujuannya. 3. Surati Mushadi Hong Kong Tram ""Teng Teng"". 4. Ida Royani Tak peduli gerimis, kerja harus tetap profesional. 5. Juwati Caring, Mong Kok Street. 6. Lailatul Muawanah Semua orang yang datang berkunjung ke Hong Kong kurang lengkap rasanya kalau belum mengunjungi eskalator terpanjang di Hong Kong yaitu Central–Mid-Levels escalator. 7. Nur Aini ""Without rain, there is no life,"" kata Jerry Yang. 8. Sulikah Penantian usia senja. 9. Ani Agustini Keluarga adalah harta yang sangat berharga. 10. Ocus Wina Kehidupan malam. Nantikan hasil jepretan para pekerja migran Indonesia di Hong Kong di story berikutnya.",0,0,1,0,photography
578,579," Bukannya Seram, 7 Kuburan Ini Justru Jadi Spot Foto Instagramable  ","Pemakaman atau kuburan merupakan tempat peristirahatan terakhir bagi manusia. Tempat ini sering dianggap keramat dan seram. Sebab, banyak orang percaya ruh yang meninggalkan tubuh manusia masih berada di sana. Namun, siapa sangka beberapa pemakaman justru menjadi terkenal karena sering dibuat sebagai latar belakang foto selfie bahkan pre wedding ! Penasaran, di mana aja sih letak kuburan Instagramable ini? 1. Museum Prasasti, Jakarta Bangunan batu nisan dan juga prasasti yang terdapat di museum prasasti memang terlihat megah dan indah. Meski begitu, sebenarnya tempat ini dulunya dijadikan pemakaman para petinggi Belanda. Karena keindahan spotnya, museum prasasti itu kini sering dijadikan tempat pre wedding. Biaya yang diperlukan sekitar Rp 350 ribu. Boleh nih jadi ide prewed ! 2. TPU Petamburan, Jakarta Di pemakaman umum Petamburan, Jakarta, terdapat pelindung makam atau mausoleum yang memiliki arsitektur megah dan indah. Sampai-sampai diklaim menjadi yang terbesar se-Asia Tenggara. Bangunan yang melindungi makam OG Khouw ini sering dijadikan spot foto. Sering juga dijadikan tempat singgah sementara bagi keluarga yang berlibur ke daerah ini. 3. Kuburan kereta api di Purwakarta Meski dinamakan dengan kuburan, tempat yang satu ini bukan menjadi tempat peristirahatan terakhir bagi manusia, melainkan kereta api. Dinamakan kuburan kereta api, karena terdapat gerbong kereta api yang ditumpuk hingga setinggi 7 meter. Sejak menjadi salah satu tempat syuting film ""Surat Cinta untuk Starla"", tempat ini akhirnya sering dijadikan tempat wisata yang wajib di Purwakarta, Jawa Barat.  4. Makam Peneleh, Surabaya Banyak sekali cagar budaya yang terletak di Surabaya. Selain sarat akan budaya, tempat-tempat peninggalan zaman Belanda sering dijadikan tempat untuk hunting foto. Tidak hanya hotel Majapahit yang terkenal, tetapi makam Belanda yang terletak di jalan Peneleh juga menjadi ikon Kota Pahlawan ini. 5. Makam Tana Toraja, Sulawesi Selatan Masyarakat Toraja memiliki kepercayaan bahwa semakin tinggi manusia dimakamkan, maka akan semakin cepat pula ruhnya sampai ke langit. Sehingga, di sana terdapat bukit batu yang merupakan tempat pemakaman. Di sana juga terlihat beberapa tengkorak dan tulang-tulang manusia terdahulu yang dimakamkan di sana. Terdengar seram sih, tapi tempatnya unik dan aesthetic banget! 6. Makam Menteng Pulo, Jakarta Lagi-lagi peninggalan Belanda. Pemakaman yang satu ini berada di Menteng, Jakarta Pusat. Yang bikin Instagramable adalah gundukan tanah pusara yang diselimuti rerumputan hijau, tanda salib, dan background gedung-gedung pencakar langit di Jakarta. 7. Kuburan China, Pemalang, Jawa Tengah Kuburan China selalu memiliki nilai sejarah, berbentuk unik, mewah, dan megah. Sehingga tak jarang dijadikan spot foto yang menarik. Salah satunya terletak di Lawangrejo, Pemalang, Jawa Tengah. Pemakaman di sini rata-rata berbentuk seperti rumah dan berjajar. Meski banyak pemakaman yang dijadikan spot foto, bukan berarti kita bisa seenaknya di sana. Tentunya, harus tetap menjaga kebersihan ya. Bagaimana pun juga, pemakaman menjadi tempat istirahat jiwa-jiwa yang dulunya hidup seperti kita. ",0,0,1,0,photography
579,580,"Bagi Fotografer Pemula, Pelajari Teknik Fotografi dengan 5 Kamera Mirrorless Ini!","Di zaman yang serba maju, pertumbuhan teknologi kamera sudah semakin lengkap. Nggak harus dengan memakai kamera DSLR, kini kamera mirrorless malah lebih populer dan digemari karena memiliki ukuran dan fitur yang praktis untuk digunakan. Walaupun kamu seorang fotografer pemula, kamu bisa mengutak-atik kamera ini untuk menghasilkan gambar berkualitas tinggi. Keunggulan lain dari kamera mirrorless adalah, kamu masih tetap bisa mengganti lensa sesuai dengan tipe foto yang kamu hasilkan. Pingin tahu rekomendasi kamera mirrorless yang cocok buatmu? Yuk langsung ulik infografis ini! Buat fotografer pemula yang ingin mendalami teknik-teknik fotografi, sekarang kamu bisa bawa pulang kamera mirrorless dari brand favoritmu. Tentunya, setiap produk memiliki fitur-fitur unggulan yang bakal membantumu menghasilkan foto yang cantik dan berkualitas tinggi. Sekarang, kamu bisa mengandalkan kamera mirrorless untuk merekam momen berharga saat liburan maupun di kehidupan sehari-hari. Siapa tahu suatu saat kamu bisa berlatih dan menjadi fotografer profesional! Jadi, tunggu apa lagi? Yuk pilih kamera mirrorless idaman kamu hanya di #BlibliSekarang!",0,0,1,0,photography
